SURV,BASIN,SEGMENT,ZONE,DATE,TIME,STATION,SITE,LATDEC,LOEC,DEPTH,NOX-S,NOX-B,NO3_S,NO3_B,NO2-S,NO2-B,NH4-S,NH4-B,TN-S,TN-B,DIN-S,DIN-B,TON-S,TON-B,TP-S,TP-B,SRP-S,SRP-B,APA-S,APA-B,CHLA-S,CHLA-B,TOC-S,TOC-B,SiO2-S,SiO2-B,TURB-S,TURB-B,SAL-S,SAL-B,TEMP-S,TEMP-B,DO-S,DO-B,Kd,pH,TN:TP,N:P,DIN:TP,Si:DIN,%SAT-S,%SAT_B,%Io,DSIGT
8,FK,OFF,REEF,6/5/1997,14:18,267,American Shoal,24.5301,-81.4873,14.5,0.1651,0.1701,0.1276,0.1401,0.0375,0.03,0.2526,0.2651,10.3029,10.6943,0.4177,0.4352,9.8852,10.2591,0.1649,0.1873,0.0025,,0.0342,0.0328,0.36,,257.15,234.21,0.9353,0.7523,0.22,0.23,36.6,36.5,28.5,27.9,5.8,6.4,0.1,,62.495,167.221,2.534,2.231,88.217,96.8,22.787,0.159
9,FK,OFF,REEF,8/7/1997,8:35,267,American Shoal,24.5301,-81.4873,5.5,0.2626,0.2851,0.2126,0.2426,0.05,0.0425,0.3202,0.2026,10.8178,7.1494,0.5828,0.4877,10.235,6.6617,0.1998,0.2048,,,0.0586,0.0432,0.17,,226.87,220.49,1.65,0.5993,0.22,0.2,36.3,36.1,31.3,30.4,5.7,5.2,0.26,,54.135,,2.916,2.821,88.27,79.962,24.261,0.232
10,FK,OFF,REEF,10/28/1997,,267,American Shoal,24.5301,-81.4873,12,0.5152,0.5328,0.4577,0.4727,0.0575,0.06,0.1876,0.2201,6.5669,6.9828,0.7028,0.7529,5.864,6.23,0.2298,0.2323,0.015,0.01,0.0266,0.0246,0.39,,96.82,97.09,0.3561,0.3536,0.27,0.27,36.1,36.1,27.5,27.5,5.7,5.8,0.07,,28.576,46.895,3.058,0.505,85.697,87.2,42.712,0
11,FK,OFF,REEF,1/20/1998,,267,American Shoal,24.5301,-81.4873,7.5,0.03,0.1025,,,0.03,0.045,0.2151,0.3502,7.7682,7.3884,0.2451,0.4527,7.5231,6.9356,0.1674,0.1749,0.015,0.005,0.0411,0.033,1.68,,152.01,147.11,0.3235,0.2558,0.41,0.32,36.2,36.1,23.5,23.1,6.4,6.4,0.04,,46.417,16.355,1.465,1.315,92.41,91.911,72.842,0.055
12,FK,OFF,REEF,5/19/1998,8:53,267,American Shoal,24.5301,-81.4873,6,0.08,0.0775,0.03,0.045,0.05,0.0325,0.4352,0.4069,7.0171,6.9571,0.5152,0.4844,6.5019,6.4727,0.1918,0.1832,0.0225,,0.0282,,0.06,,207.21,200.16,0.2106,0.5951,0.05,,36.3,36.3,26.6,26.6,6,6.1,0.21,,36.582,22.919,2.686,0.407,89.583,91.076,27.968,0
13,FK,OFF,REEF,8/3/1998,9:15,267,American Shoal,24.5301,-81.4873,6,0.5353,0.5978,0.4902,0.5553,0.045,0.0425,0.3952,0.3927,12.4344,9.5296,0.9304,0.9905,11.504,8.5391,0.184,0.1274,0.0075,0.0067,0.0411,0.0423,0.27,,195.28,191.98,2.5043,2.3296,0.31,0.23,34.7,34.7,31.1,31,5.2,5,0.25,,67.589,124.164,5.058,2.682,79.634,76.522,22.979,0.042
14,FK,OFF,REEF,11/3/1998,14:26,267,American Shoal,24.5301,-81.4873,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,36,26.9,26.4,6,6.1,0.14,,,,,,89.663,90.729,31.7,0.184
15,FK,OFF,REEF,1/19/1999,8:51,267,American Shoal,24.5301,-81.4873,9,0.0675,0.1226,0.0275,0.1101,0.04,0.0125,0.1801,0.2126,5.4185,6.1828,0.2476,0.3352,5.1709,5.8476,0.1549,0.1574,,0.01,0.0265,0.0292,0.28,,158.58,154.12,0.3385,0.4113,0.12,0.2,36.21,36.17,24.25,23.94,6.4,6.38,0.09,,34.988,,1.599,1.362,93.157,92.625,45.487,0.068
16,FK,OFF,REEF,5/18/1999,9:21,267,American Shoal,24.5301,-81.4873,9,0.4227,0.3227,0.3652,0.2751,0.0575,0.0475,1.093,0.4527,12.0298,13.0142,1.5157,0.7754,10.5141,12.2389,0.1948,0.1524,0.0175,0.03,0.075,0.071,0.23,,202.97,193.78,4.5965,4.2981,0.41,0.38,37.08,37.07,29.16,29.08,5.66,5.55,0.13,,61.743,86.686,7.78,3.022,86.795,85.051,30.074,0.025
17,FK,OFF,REEF,8/10/1999,10:14,267,American Shoal,24.5301,-81.4873,8.5,0.2768,0.1751,0.2368,0.1301,0.04,0.045,0.2576,0.2326,8.0925,8.2241,0.5344,0.4077,7.5581,7.8164,0.3122,0.2723,0.0624,0.0525,0.1237,0.1228,0.42,,315.57,299.39,,,0.27,0.2,36.25,36.26,30.33,30.33,5.63,5.59,0.21,,25.918,8.558,1.712,,86.614,86.004,16.233,0.007
18,FK,OFF,REEF,12/14/1999,9:09,267,American Shoal,24.5301,-81.4873,8,0.7679,0.7704,0.7554,0.7504,0.0125,0.02,0.6503,0.2851,9.098,8.5418,1.4182,1.0555,7.6798,7.4862,0.1566,0.1436,0.0075,0.02,0.0426,0.0578,0.85,,152.69,144.59,1.5923,1.5196,0.98,0.61,35.51,35.77,23.9,24.14,5.49,4.8,0.2,,58.091,189.251,9.055,1.119,79.283,69.626,19.585,0.115
19,FK,OFF,REEF,3/22/2000,8:05,267,American Shoal,24.5301,-81.4873,10.5,0.9304,0.8058,,,,0.0613,0.4765,1.0534,8.1845,13.63,1.4069,1.8592,6.7776,11.7708,0.2266,0.2779,0.05,0.0375,0.0453,0.0622,1.09,,164.33,182.12,1.9008,11.7056,0.36,0.43,35.82,35.92,25.37,25.42,5.48,6.62,0.2,,36.113,28.162,6.208,1.346,80.581,97.457,12.22,0.057
20,FK,OFF,REEF,6/28/2000,9:02,267,American Shoal,24.5301,-81.4873,6,1.068,1.0955,,,,,0.3352,0.2851,4.3455,4.1086,1.4032,1.3807,2.9423,2.7279,0.373,0.4022,,0.01,0.1101,0.1647,0.34,,148.44,165.26,0.2374,0.3109,1.13,0.98,36.42,36.41,28.96,28.89,6.71,4.54,1.52,,11.649,,3.762,0.169,102.357,69.152,0.011,0.02
21,FK,OFF,REEF,9/12/2000,9:20,267,American Shoal,24.5301,-81.4873,6,0.1634,0.1701,0.1034,0.1163,0.06,0.0538,0.2101,0.3177,7.7584,6.0221,0.3735,0.4877,7.3849,5.5344,0.2548,0.2773,0.05,0.02,0.1258,0.1078,0.19,,202.54,163.88,0.2783,0.6194,0.8,0.25,36.17,36.32,30.14,30.17,4.38,4.42,0.16,,30.451,7.477,1.466,0.743,67.262,67.954,38.381,0.098
22,FK,OFF,REEF,11/28/2000,9:22,267,American Shoal,24.5301,-81.4873,20.3,0.06,0.1401,0.035,0.1201,0.025,0.02,0.0667,0.1326,12.5785,16.8698,0.1267,0.2726,12.4517,16.5971,0.3872,0.3897,0.01,0.0125,0.0326,0.0514,0.24,,119.96,125.59,0.1003,0.3736,0.19,0.33,36.4,36.5,24.2,25,5.3,9.9,,,32.488,12.683,0.327,0.789,77.245,145.647,,-0.199
23,FK,OFF,REEF,2/6/2001,9:30,267,American Shoal,24.5301,-81.4873,10,0.1676,0.3427,0.1251,0.2601,0.0425,0.0825,0.3051,0.4827,10.2673,13.9339,0.4727,0.8254,9.7946,13.1085,0.2573,0.2831,0.0175,0.01,0.0289,0.033,0.2,,160.83,146.11,0.1605,0.1078,0.49,0.55,36.7,36.7,21.9,21.9,6.2,6.3,,,39.907,27.036,1.837,0.338,88.059,89.48,,0
24,FK,OFF,REEF,6/27/2001,9:58,267,American Shoal,24.5301,-81.4873,10,0.1201,0.1051,0.093,0.075,0.027,0.03,0.3302,0.1834,5.3445,6.0833,0.4502,0.2885,4.8943,5.7948,0.1049,0.0874,0.0175,0.0075,0.2088,0.1926,,,129.87,131.24,,,0.31,0.34,36.5,36.5,28.8,28.8,5.1,5.1,,,50.943,25.748,4.291,,77.707,77.707,,0
25,FK,OFF,REEF,9/11/2001,10:01,267,American Shoal,24.5301,-81.4873,11.8,0.1758,0.1911,0.1468,0.1711,0.029,0.02,0.4052,0.1801,4.6891,3.3349,0.581,0.3712,4.1081,2.9637,0.0899,0.0689,0.0025,0.0275,0.0671,0.0704,0.1,,228.39,212.25,0.7097,0.4564,0.17,0.18,36,36,29.9,29.9,3.7,5.5,,,52.145,232.608,6.461,1.217,56.664,84.23,,0
26,FK,OFF,REEF,12/11/2001,9:46,267,American Shoal,24.5301,-81.4873,13,0.0299,0.0252,,,0.0299,0.0252,0.2087,0.0885,6.5061,6.194,0.2385,0.1138,6.2676,6.0802,0.3697,0.4421,0.0418,0.0159,0.0452,0.0638,0.05,,156.24,150.88,,0.0276,0.61,0.78,36.14,36.2,25.36,25.2,5.41,5.91,,,17.599,5.706,0.645,,79.707,86.962,,0.101
27,FK,OFF,REEF,3/26/2002,9:37,267,American Shoal,24.5301,-81.4873,16.25,0.0505,0.1022,0.0112,0.0724,0.0392,0.0298,0.2471,0.2035,13.0743,7.2065,0.2976,0.3058,12.7767,6.9008,0.1302,0.1441,0.0895,0.0719,0.0388,0.0287,0.24,,115.48,112.02,0.0383,,0.58,0.33,36.17,36.21,24.92,23.87,5.84,5.77,,,100.399,3.324,2.285,0.128,85.661,83.678,,0.386
28,FK,OFF,REEF,5/9/2002,9:54,267,American Shoal,24.5301,-81.4873,9,0.1122,0.0343,0.0823,0.0137,0.03,0.0206,0.2034,0.1266,11.3788,16.9423,0.3156,0.1609,11.0632,16.7814,0.1398,0.1295,0.0406,,0.0318,0.0378,0.07,,178.7,168.63,0.523,0.7995,0.31,0.23,36.11,35.96,27.46,27.59,5.56,5.38,,,81.404,7.77,2.258,1.651,83.568,80.878,,-0.161
29,FK,OFF,REEF,9/10/2002,9:35,267,American Shoal,24.5301,-81.4873,12.5,0.0929,0.0855,0.0572,0.051,0.0358,0.0345,0.2854,0.2006,7.3046,7.1991,0.3783,0.286,6.9263,6.9131,0.175,0.2167,0.0394,0.0141,0.0792,0.06,0.28,,129.95,130.35,0.9182,0.5466,0.48,0.38,36.28,36.28,29.48,29.48,5.21,5.23,0.39,,41.746,9.594,2.162,2.418,79.67,79.992,0.754,0.001
30,FK,OFF,REEF,11/5/2002,8:53,267,American Shoal,24.5301,-81.4873,13,0.091,0.0799,0.0626,0.0527,0.0284,0.0272,0.2381,0.3839,10.4495,9.4266,0.3291,0.4638,10.1204,8.9629,0.0923,0.0524,0.0225,0.0301,0.0557,0.0591,0.07,,174.74,128.99,0.2151,0.3486,0.32,0.27,36.31,36.46,28.01,28.02,5.21,5.23,0.1,,113.185,14.639,3.565,0.651,78.795,79.164,26.554,0.108
31,FK,OFF,REEF,3/4/2003,9:05,267,American Shoal,24.5301,-81.4873,12.5,0.2127,0.2982,0.1854,0.2669,0.0272,0.0313,0.083,0.1177,5.5774,4.5852,0.2957,0.4159,5.2817,4.1693,0.1171,0.1051,0.0306,0.0441,0.0305,0.024,0.27,,217.34,165.46,1.7472,0.4414,2.13,1.2,35.74,36.09,24.7,22.76,5.4,5.52,0.15,,47.619,9.656,2.525,5.888,78.845,78.941,14.771,0.903
32,FK,OFF,REEF,6/3/2003,9:52,267,American Shoal,24.5301,-81.4873,12.25,0.0498,0.0567,,,0.0498,0.0268,0.1766,0.1545,15.1152,12.3457,0.2265,0.2112,14.8888,12.1345,0.1654,0.1142,0.0105,0.0305,0.1231,0.0916,0.17,,216.61,177.74,0.312,0.0306,0.36,0.25,36.46,36.45,29.26,29.14,5.04,4.96,,,91.408,21.619,1.37,1.373,77.046,75.749,,0.041
33,FK,OFF,REEF,9/30/2003,10:29,267,American Shoal,24.5301,-81.4873,12.5,0.2602,0.4437,0.2112,0.4135,0.0489,0.0302,1.0131,0.9834,36.5375,27.4018,1.2732,1.427,35.2642,25.9748,0.1379,0.1341,0.0803,,0.0269,0.0207,0.32,,162.29,134.18,0.5295,0.5064,0.06,0.04,35.56,35.56,29.45,29.43,5.85,6.03,0.08,,264.989,15.86,9.234,0.414,89.052,91.779,39.161,0.008
34,FK,OFF,REEF,11/11/2003,8:57,267,American Shoal,24.5301,-81.4873,13.5,0.3614,0.372,0.2671,0.2882,0.0942,0.0837,0.3062,0.2943,23.9276,44.798,0.6676,0.6663,23.26,44.1318,0.1359,0.1386,0.0103,0.0148,0.0462,0.0434,0.4,,75.62,79.15,1.3584,1.4451,0.5,0.48,35.49,35.48,26.44,26.49,5.8,6.12,0.16,,176.087,64.654,4.913,2.027,85.975,90.803,11.075,-0.026
35,FK,OFF,REEF,3/18/2004,10:12,267,American Shoal,24.5301,-81.4873,13,0.1002,0.1303,0.0662,0.0885,0.0341,0.0418,0.3382,0.1875,24.791,24.9973,0.4385,0.3178,24.3526,24.6795,0.1613,0.1843,0.0202,0.0109,0.0359,0.0314,0.31,,111.6,95.94,0.9414,0.705,0.31,0.26,36.02,36.02,22.84,22.84,6.24,6.24,,,153.722,21.721,2.719,2.139,89.343,89.268,,-0.002
36,FK,OFF,REEF,5/27/2004,9:08,267,American Shoal,24.5301,-81.4873,12,0.185,0.1657,0.1618,0.1425,0.0232,0.0232,0.1807,0.209,16.9245,17.1769,0.3657,0.3747,16.5588,16.8022,0.1969,0.1418,0.0559,0.0363,0.0275,0.029,0.38,,91.21,93.44,0.5056,0.6034,0.23,0.19,36.5,36.5,26.65,26.66,6.32,6.24,0.69,,85.946,6.541,1.857,1.378,94.581,93.292,0.025,-0.004
37,FK,OFF,REEF,7/28/2004,11:35,267,American Shoal,24.5301,-81.4873,13.7,0.4546,0.3457,0.3592,0.2391,0.0954,0.1066,0.1756,0.1938,15.5682,15.9684,0.6302,0.5396,14.9379,15.4289,0.1249,0.1449,0.0096,0.0217,0.0939,0.1311,0.39,,126.3,133.6,1.1879,1.0453,0.3,0.27,36.61,36.85,30.68,30.76,5.52,5.17,,,124.651,65.756,5.046,1.878,85.264,79.996,,0.149
38,FK,OFF,REEF,10/26/2004,9:20,267,American Shoal,24.5301,-81.4873,17,0.0812,0.0755,0.0405,0.0027,0.0407,0.0728,0.1304,0.264,7.623,8.8653,0.2116,0.3395,7.4114,8.5258,0.1315,0.1216,0.0194,0.0224,0.0456,0.0338,0.03,,126.3,130.16,0.1735,0.1299,0.11,0.11,36.04,36.04,27.67,27.7,5.95,5.73,0.05,,57.981,10.887,1.609,0.817,89.48,86.208,42.851,-0.013
39,FK,OFF,REEF,1/25/2005,9:32,267,American Shoal,24.5301,-81.4873,20,0.1849,0.1162,0.0516,0.0171,0.1332,0.0991,0.4568,0.2736,10.8045,11.7778,0.6417,0.3898,10.1628,11.3881,0.1554,0.153,0.0398,0.0345,0.0284,0.0287,0.13,,87.74,94.21,0.1179,0.1387,0.05,0,36.45,36.51,22.96,23.01,7.46,6.23,0.02,,69.508,16.13,4.128,0.183,107.212,89.556,72.833,0.03
40,FK,OFF,REEF,5/3/2005,9:02,267,American Shoal,24.5301,-81.4873,17,0.276,0.1783,0.2644,0.1565,0.0116,0.0217,0.3386,0.2544,9.7517,6.818,0.6145,0.4327,9.1372,6.3853,0.1617,0.1432,0.0585,0.032,0.0443,0.0551,0.3,,122.76,120.71,0.8982,0.8911,0.59,0.58,36.69,36.7,25.63,25.61,4.81,4.9,,,60.312,10.513,3.801,1.456,71.36,72.642,,0.008
41,FK,OFF,REEF,8/2/2005,8:38,267,American Shoal,24.5301,-81.4873,8,0.3247,0.3285,0.245,0.2593,0.0797,0.0693,0.5998,0.5082,13.4796,15.1695,0.9245,0.8368,12.5551,14.3328,0.1666,0.1758,0.0378,0.0373,0.0829,0.0794,0.07,,92.33,83.3,2.0533,0.2696,0.27,0.23,36.18,36.21,30.14,30.18,5.01,5.31,0.14,,80.895,24.471,5.548,2.213,76.909,81.548,31.808,0.006
42,FK,OFF,REEF,12/6/2005,9:14,267,American Shoal,24.5301,-81.4873,8,0.8939,1.0274,0.7888,0.8343,0.1052,0.1931,0.782,1.0906,8.2236,7.4353,1.676,2.118,6.5476,5.3173,0.1078,0.1742,0.0359,0.0936,0.0642,0.0543,0.15,,171.65,150.82,4.1343,1.6934,0.62,0.64,34.93,35.56,22.84,24.03,5.38,5.21,0.18,,76.321,46.706,15.554,2.458,76.491,75.314,23.229,0.095
43,FK,OFF,REEF,2/7/2006,8:39,267,American Shoal,24.5301,-81.4873,10,0.2124,0.1021,0.1779,0.0678,0.0345,0.0343,2.1656,0.811,8.4635,3.5017,2.378,0.9131,6.0855,2.5886,0.3715,0.3144,0.0614,0.0139,0.0298,0.0161,0.17,,132.76,99.07,0.0442,0.0091,0.64,0.65,36.31,36.31,22.84,22.91,5.44,4.14,0.17,,22.78,38.7,6.401,0.019,78.056,59.345,18.727,-0.02
44,FK,OFF,REEF,5/4/2006,8:44,267,American Shoal,24.5301,-81.4873,11,0.124,0.0855,0.0891,0.0593,0.0348,0.0262,1.336,0.1874,4.1685,3.8654,1.46,0.2729,2.7085,3.5926,0.2694,0.3145,0.0452,0.0422,0.0595,0.0605,0.27,,112.89,136.14,0.4846,,1.58,1.2,36.46,36.61,25.87,25.9,5.11,5.33,0.07,,15.474,32.267,5.42,0.331,75.849,79.133,44.187,0.096
45,FK,OFF,REEF,9/8/2006,9:27,267,American Shoal,24.5301,-81.4873,12,0.8744,0.4775,0.7662,0.39,0.1082,0.0874,2.3221,0.3791,10.717,9.154,3.1965,0.8566,7.5205,8.2974,0.2821,0.3168,0.0558,0.0363,0.1552,0.1569,,,141.52,125.78,2.8622,4.0177,1.31,1.01,35.78,35.8,29.38,29.4,5.11,5.33,0.23,,37.984,57.27,11.329,0.892,77.853,81.16,6.192,0.003
46,FK,OFF,REEF,12/14/2006,8:31,267,American Shoal,24.5301,-81.4873,11,0.0489,0.0613,0.0295,0.0332,0.0194,0.0281,0.4336,0.2146,6.9656,7.1724,0.4825,0.2759,6.4831,6.8965,0.3023,0.2063,0.0112,0.0068,0.0506,0.0427,0.13,,194.21,108.01,2.1093,0.1049,0.35,1.73,36.28,36.4,25.92,24.18,4.63,4.62,0.01,,23.04,43.058,1.596,4.356,68.692,67.386,90.505,0.689
47,FK,OFF,REEF,2/21/2007,8:50,267,American Shoal,24.5301,-81.4873,14,0.2102,0.3024,0.1839,0.2765,0.0263,0.0258,0.1188,0.7286,5.5408,9.3148,0.3289,1.0309,5.2119,8.2838,0.3849,0.4059,0.0183,0.0076,,,0.4,,111.83,113.5,1.1149,0.9766,0.29,0.33,36,36,21.62,21.62,4.14,4.23,0.14,,14.394,17.958,0.854,3.378,58.337,59.62,14.383,0.002
48,FK,OFF,REEF,6/14/2007,10:35,267,American Shoal,24.5301,-81.4873,7,0.1712,0.1756,0.1211,0.0981,0.0501,0.0775,2.9549,0.4908,14.2772,13.706,3.1261,0.6665,11.1512,13.0395,0.2395,0.1922,0.0152,0.0541,,,0.14,,96.36,95.71,0.04,0.091,0.4,0.37,35.06,36.02,28.64,27.78,3.85,3.72,0.08,,59.622,205.527,13.054,0.013,58.098,55.983,57.562,1.048
49,FK,OFF,REEF,8/23/2007,11:34,267,American Shoal,24.5301,-81.4873,13,0.2726,0.2046,0.2169,0.1659,0.0557,0.0387,0.4349,0.3445,10.9699,14.6984,0.7075,0.5491,10.2624,14.1493,0.1322,0.125,0.0308,0.0127,,,0.08,,82.07,83.03,0.1388,0.1562,0.14,0.16,36.01,36.03,29.9,29.84,5.32,5.05,0.09,,82.949,22.971,5.35,0.195,81.477,77.296,30.358,0.033
50,FK,OFF,REEF,10/25/2007,14:06,267,American Shoal,24.5301,-81.4873,17,0.3717,0.3495,0.3246,0.3102,0.0471,0.0393,0.1852,0.0954,9.3297,10.2098,0.5569,0.4449,8.7728,9.765,0.1108,0.1264,0.033,0.0353,,,0.21,,78.86,77.26,0.7051,0.8615,0.19,0.15,35.86,35.89,28.28,28.37,5.94,5.94,0.05,,84.218,16.865,5.027,1.262,89.835,89.92,45.594,-0.012
51,FK,OFF,REEF,2/1/2008,13:50,267,American Shoal,24.5301,-81.4873,7.86,0.1065,0.1311,0.092,0.0957,0.0144,0.0354,0.1289,0.2297,10.0861,10.7863,0.2354,0.3607,9.8507,10.4255,0.2471,0.2733,0.0269,0.0181,,,0.2,,83.12,88.27,0.3381,0.6141,2.61,23.66,36.51,36.6,22.92,22.28,6.94,7.02,0.37,,40.823,8.753,0.953,1.431,99.736,100.079,5.262,0.271
52,FK,OFF,REEF,6/4/2008,12:34,267,American Shoal,24.5301,-81.4873,6.38,0.1717,0.1792,0.1532,0.1657,0.0184,0.0135,0.1717,0.168,6.1744,8.3584,0.3433,0.3472,5.8311,8.0112,0.2326,0.2714,0.0671,0.038,,,0.2,,94.17,87.02,0.0737,0.0486,0.37,0.64,36.72,36.73,28.52,28.45,6.31,6.32,0.05,,26.547,5.12,1.476,0.214,96.052,96.103,70.594,0.035
53,FK,OFF,REEF,8/12/2008,12:49,267,American Shoal,24.5301,-81.4873,6.03,0.1094,0.212,0.104,0.198,0.0054,0.014,0.2509,0.1044,9.5192,10.7855,0.3603,0.3165,9.1589,10.469,0.1896,0.1782,0.0254,0.0259,,,0.19,,90.06,88.56,0.1555,0.1956,0.26,0.44,36.33,36.29,30.05,29.83,6.17,6.19,0.05,,50.199,14.173,1.9,0.43,94.791,94.964,74.41,0.054
54,FK,OFF,REEF,12/6/2008,16:17,267,American Shoal,24.5301,-81.4873,8.87,0.0503,0.1424,0.0406,0.1292,0.0097,0.0132,0.1119,0.1243,16.1993,14.9524,0.1622,0.2667,16.0371,14.6857,0.0947,0.0956,0.0289,0.0146,,,0.38,,105.59,130.91,0.0488,0.2083,0.3,0.45,36.2,36.12,24.11,22.81,6.81,6.97,0.14,,171.049,5.615,1.712,0.3,99.042,99.767,29.605,0.361
55,FK,OFF,REEF,2/12/2009,14:58,267,American Shoal,24.5301,-81.4873,10,0.051,0.055,0.0303,0.0377,0.0207,0.0173,0.4188,0.2879,15.9014,12.0915,0.4698,0.3428,15.4315,11.7487,0.2044,0.1757,0.029,0.0261,,,0.63,,104.57,135.66,0.5798,0.8666,1.91,5.53,36.2,36.01,22.14,20.52,7.05,7.27,0.25,,77.781,16.198,2.298,1.23,100.12,100.863,8.058,0.345
56,FK,OFF,REEF,5/27/2009,14:56,267,American Shoal,24.5301,-81.4873,8.48,0.033,0.0481,0.0239,0.0362,0.0091,0.0119,0.0846,0.1134,7.7219,6.3857,0.1177,0.1616,7.6043,6.2241,0.1304,0.1218,0.0198,0.0221,,,0.16,,91.14,89.73,0.1133,0.0546,0.3,0.55,36.45,36.06,28.51,28.08,6.32,6.38,0.07,,59.214,5.946,0.902,0.96,96.036,96.341,55.727,-0.122
57,FK,OFF,REEF,7/17/2009,13:28,267,American Shoal,24.5301,-81.4873,7.71,0.0728,0.1423,0.0585,0.1268,0.0143,0.0155,0.2437,0.475,13.8739,12.6004,0.3164,0.6173,13.5575,11.9831,0.2302,0.204,0.0097,0.0387,,,0.26,,122.36,132.08,0.4617,1.1644,0.66,0.99,37.3,37.42,31.71,31.55,5.98,5.99,0.19,,60.28,32.496,1.375,1.454,93.417,93.57,23.756,0.153
58,FK,OFF,REEF,10/14/2009,10:43,267,American Shoal,24.5301,-81.4873,8.08,0.202,0.1981,0.1927,0.1729,0.0094,0.0251,0.112,0.1505,12.7986,13.4916,0.3141,0.3486,12.4845,13.1431,0.1202,0.1143,0.059,0.0359,,,0.16,,91.16,90.48,0.1639,0.0503,0.37,0.59,35.7,35.69,29.78,29.78,6.22,6.22,0.14,,106.459,5.325,2.612,0.52,94.965,94.963,32.58,-0.003
59,FK,OFF,REEF,3/8/2010,10:17,267,American Shoal,24.5301,-81.4873,9.6,0.1945,0.3192,0.1453,0.2627,0.0492,0.0564,0.1677,0.1124,10.4525,10.7587,0.3621,0.4316,10.0903,10.3271,0.3319,0.3588,0.0321,0.0369,,,1.64,,103.57,101.74,0.1495,0.325,0.59,0.89,36.29,36.28,19.6,19.41,7.38,7.41,0.2,,31.49,11.266,1.091,0.411,101.256,101.327,14.859,0.045
60,FK,OFF,REEF,5/7/2010,11:02,267,American Shoal,24.5301,-81.4873,9.15,0.154,0.161,0.1343,0.1392,0.0198,0.0218,0.158,0.0944,38.167,38.2879,0.312,0.2554,37.8551,38.0325,0.1312,0.122,0.0183,0.0311,,,0.1,,84.96,82.19,1.0112,1.0807,0.61,0.86,36.5,36.49,27.36,27.22,6.44,6.45,0.1,,291.004,17.069,2.379,3.23,96.91,97.011,39.513,0.044
61,FK,OFF,REEF,7/12/2010,12:14,267,American Shoal,24.5301,-81.4873,10.09,0.037,0.0536,0.0142,0.0196,0.0228,0.0341,0.0466,0.0652,42.8478,42.9839,0.0836,0.1189,42.7642,42.865,0.1277,0.1457,0.0206,0.0225,,,0.17,,108.67,111.44,0.2187,0.7167,0.54,0.59,35.97,36.26,31.05,30.04,6.09,6.17,0.03,,335.53,4.06,0.655,2.606,93.91,94.793,72.716,0.63
62,FK,OFF,REEF,10/17/2010,12:14,267,American Shoal,24.5301,-81.4873,13,0.4594,0.8436,0.3576,0.7645,0.1018,0.0791,0.1558,0.2051,44.6764,45.3707,0.6152,1.0487,44.0612,44.322,0.1176,0.1279,0.0309,0.0558,,,0.21,,92.4,80.67,1.1313,0.8717,0.56,0.9,,,,,,,,,379.789,19.93,5.229,1.833,,,,
63,FK,OFF,REEF,1/28/2011,12:57,267,American Shoal,24.5301,-81.4873,13,0.7057,0.7939,0.5696,0.6727,0.1361,0.1211,0.1756,0.1391,8.1393,11.1812,0.8813,0.9329,7.258,10.2483,0.13,0.1427,0.0525,0.0705,,,0.58,,199.66,202.58,1.452,1.4389,1.3,1.17,36.16,36.16,20.85,20.84,7.22,7.22,0.16,,62.608,16.794,6.779,1.642,100.728,100.733,12.828,0.009
64,FK,OFF,REEF,4/13/2011,12:09,267,American Shoal,24.5301,-81.4873,13,0.0513,0.2284,0.0183,0.1873,0.033,0.0411,0.0728,0.3309,34.2689,35.745,0.1241,0.5593,34.1448,35.1857,0.123,0.1145,0.0524,0.0238,,,0.42,,114.19,119.94,2.6049,1.8149,5.43,5.58,36.06,36.26,27.9,27.06,6.4,6.48,0.15,,278.584,2.371,1.009,20.909,96.475,97.113,14.67,0.465
65,FK,OFF,REEF,7/14/2011,12:26,267,American Shoal,24.5301,-81.4873,13,0.1748,0.2594,0.1221,0.197,0.0527,0.0624,0.2427,0.3347,8.8178,10.024,0.4175,0.5942,8.4003,9.4298,0.1809,0.1106,0.0419,0.0378,,,0.33,,113.02,105.43,1.2871,1.657,0,0,36.6,36.6,30.52,30.18,6.12,6.15,0.12,,48.734,9.959,2.308,3.072,94.404,94.697,21.162,0.144
66,FK,OFF,REEF,12/9/2011,12:20,267,American Shoal,24.5301,-81.4873,6.51,0.1903,0.2571,0.1761,0.237,0.0141,0.0201,0.1683,0.2115,7.1486,7.8387,0.3586,0.4686,6.79,7.3701,0.1495,0.1497,0.0585,0.0686,,,0.27,,1.9,,0.846,0.8145,0,0.1,35.92,35.92,25.3,25.29,6.69,6.69,0.08,,47.813,6.128,2.398,2.351,98.287,98.289,93.956,0.001
67,FK,OFF,REEF,3/29/2012,10:54,267,American Shoal,24.5301,-81.4873,6.51,0.1494,0.2197,0.1339,0.2082,0.0155,0.0114,0.2325,0.1646,5.3424,5.826,0.3819,0.3843,4.9605,5.4417,0.1101,0.1042,0.0613,0.0444,,,0.16,,78.71,80.71,0.0023,0.0074,0,0,36.15,36.29,24.87,24.79,6.72,6.73,0.14,,48.509,6.232,3.467,0.006,98.577,98.636,41.161,0.127
